PMNAME,PMUNIT,PMSARATE,PMPURATE,PMMRRATE,PM_GSTPER,PMGROUP
IDLY RAVA 500GM,OTHERS,35,30,35,0,GENERAL
SAKTHI SNACKS 500GM,OTHERS,65,50,65,0,GENERAL
LEHAR SODA 600ML,OTHERS,20,15,15,0,GENERAL
AASHIRVAAD GHEE200GM,OTHERS,142,135.54,151,0,GENERAL
ALUMINIUM FOIL   1NO,OTHERS,198,88.38,198,0,GENERAL
TIGER CREAM 85 G,OTHERS,4.51,0,4.75,0,GENERAL
CAD BOURNVILLE31g,OTHERS,45,40.17,45,0,GENERAL
FLOOR MAT SQUARE,OTHERS,65,30,65,0,GENERAL
CHING!S SCHEZWAN CHUT250,OTHERS,80,68,80,0,GENERAL
MEDMIX TRANS COM125GM,OTHERS,141,128.18,141,0,GENERAL
ALMOND 100GM,OTHERS,130,1,130,0,GENERAL
TIGER BIS 67 G,OTHERS,3,2.59,3,0,GENERAL
GINGELLYOIL VIVASAYEE1LR,OTHERS,379,296,379,0,GENERAL
AMBIKA KARPO sma,OTHERS,49,0,41,0,GENERAL
GROUNDNET OIL VOVASAYEE1,OTHERS,319,249,319,0,GENERAL
AMBIKA KARPORAM big,OTHERS,98,0,82,0,GENERAL
AMRUTANJAN RED,OTHERS,42,33.11,42,0,GENERAL
TIGER BALM9ML,OTHERS,47,39.01,47,0,GENERAL
AYUSH TOOTHPASTE80gm,OTHERS,36,32.07,36,0,GENERAL
AYUSH FACECREAM25gm,OTHERS,69,60.53,69,0,GENERAL
AMUL BUTTER100g,OTHERS,50,45.8,50,0,GENERAL
AMUL BUTTER500g,OTHERS,245,224.42,245,0,GENERAL
SUNFEAST DREAM CREAM 90 G,OTHERS,10,18,10,0,GENERAL
CAD CO COA150g,OTHERS,223,195.86,223,0,GENERAL
AMUL CHEECUPE8no,OTHERS,118,108.33,118,0,GENERAL
AMUL CHEECUPE1no,OTHERS,16,11.13,16,0,GENERAL
AMUL CHEESLICE5no,OTHERS,73,67.02,73,0,GENERAL
AMUL CHEESLIC10no,OTHERS,126,115.67,126,0,GENERAL
JOHN BABY WIPES20no,OTHERS,75,62.7,75,0,GENERAL
RORITO FYRO B/P.BLUE1no,OTHERS,5,3.81,5,0,GENERAL
AMUL FRESHCREME,OTHERS,63,58.59,63,0,GENERAL
JOHN BABY WIPES80no,OTHERS,245,204.87,245,0,GENERAL
SHINGAR KUMKUM11X1,OTHERS,80,65,80,0,GENERAL
RICE IDLY ALIF1KG,OTHERS,50,36.48,50,0,GENERAL
FAIR&LOVELY MV25gm,OTHERS,54,49.09,52,0,GENERAL
FAIR&LOVELY MV50GM,OTHERS,70,63.64,70,0,GENERAL
AMUL LITE200g,OTHERS,40,36.4,40,0,GENERAL
AMUL MITHAI MATE200g,OTHERS,112,101.92,112,0,GENERAL
AMUL MITHAI MATE400g,OTHERS,106,96.46,98,0,GENERAL
AMUL ANIMAL CHOC250g,OTHERS,125,80,125,0,GENERAL
AMUL LASSI200ML,OTHERS,15,13.5,15,0,GENERAL
AMUL BADAM COOL200ML,OTHERS,25,20,25,0,GENERAL
RORITO FASTYGELBLUE1no,OTHERS,5,4.03,5,0,GENERAL
RORITO ZAPPERB/P.BLUE1no,OTHERS,10,16.74,10,0,GENERAL
MONACO 75 G,OTHERS,10,8.88,10,0,GENERAL
FAIR&LOVEL F.wash50gm,OTHERS,65,59.09,65,0,GENERAL
DHEEPAM OIL200ML,OTHERS,82,62.5,75,0,GENERAL
LB HANDSANITIZER50ML,OTHERS,70,54.62,70,0,GENERAL
LB SANITIZER30ML,OTHERS,34,26.92,34,0,GENERAL
RORITO FANTAGLIDEB/P.B1n,OTHERS,10,12.04,10,0,GENERAL
FAIR&LOVELY MV80gm,OTHERS,161,146.36,161,0,GENERAL
RORITOBIG TANKGELPENBLUE,OTHERS,25,19.99,25,0,GENERAL
TOPPUP BADAM200ml,OTHERS,30,21.75,30,0,GENERAL
KWALITY MAG ALM 90ML,OTHERS,90,75,90,0,GENERAL
AYUSH OC FACEWASH 40g,OTHERS,50,40.35,50,0,GENERAL
SUNFEAST PINEAPPLE 90 G,OTHERS,10.45,9,11,0,GENERAL
ARIEL LIQ1LRMATIC,OTHERS,235,200,230,0,GENERAL
AYUSANLENE CALCIUM  50g,OTHERS,50,27.78,50,0,GENERAL
ANNAPOORNA ATTA  1KG,OTHERS,56,41.37,55,0,GENERAL
ANNAPOORNA SALT  1KG,OTHERS,16,7.8,14,0,GENERAL
PEP EXP GC 150g,OTHERS,98,90.91,98,0,GENERAL
LAKME CC CR BGE9G,OTHERS,99,86.84,99,0,GENERAL
LAKME CC CR BRNZ9G,OTHERS,99,83.37,99,0,GENERAL
ANOOP  HAIR OIL  1NO,OTHERS,175,159.09,175,0,GENERAL
APPA SODA       100G,OTHERS,20,3.4,20,0,GENERAL
APPA SODA        50G,OTHERS,10,0,2,0,GENERAL
BROOM DOUBLE LONG,OTHERS,180,110,180,0,GENERAL
PEP EXP PRO GC70g,OTHERS,55,50,55,0,GENERAL
LAKME WI MXM 60m,OTHERS,115,95.64,115,0,GENERAL
APPY 160ML,OTHERS,10,9,10,0,GENERAL
AQUAFINA WATER1LTR,OTHERS,20,12,20,0,GENERAL
AQUAFINA WATER2LTR,OTHERS,35,27.78,35,0,GENERAL
COCA COLA 1.75LR,OTHERS,90,60,90,0,GENERAL
AMBI AIR SPRAY275g,OTHERS,279,228.08,279,0,GENERAL
MILKYBAR 45GM,OTHERS,45,39.15,45,0,GENERAL
AMBI CAR SPRAY60day,OTHERS,440,287.48,440,0,GENERAL
NIVEA FACE WASH 56GM,OTHERS,80,48,80,0,GENERAL
AXE PACKET PERFUME17m,OTHERS,65,53.13,65,0,GENERAL
AMUL GHEE 1LTR,OTHERS,435,0,435,0,GENERAL
ARIEL COMPACT    1KG,OTHERS,250,197.06,250,0,GENERAL
KIWI DARK TEN         15G,OTHERS,12,0,12,0,GENERAL
KIWI FLUSH CLEEN      125G,OTHERS,32,0,32,0,GENERAL
KIWI FLUSH KLEEN      500M,OTHERS,33.5,0,33.5,0,GENERAL
KIWI NATURAL LIQ S.P  75G,OTHERS,27,0,27,0,GENERAL
KIWI WAX SHOE POLISH  40G,OTHERS,22,0,22,0,GENERAL
KIWI WHIT LIQ         120G,OTHERS,20,0,20,0,GENERAL
KLEENEX TISSUES       BIG,OTHERS,45,0,45,0,GENERAL
RIBBON SMALL,OTHERS,10,4,10,0,GENERAL
KNO HOT AND SOUR VEG  47G,OTHERS,29,0,29,0,GENERAL
KNO SWE COR CHIC SOUP 58G,OTHERS,29,0,29,0,GENERAL
KNO TOM VEG NOO SOUP  60G,OTHERS,29,0,30,0,GENERAL
KNOLKOL               1KG,OTHERS,24,0,24,0,GENERAL
KNOR CHICKEN SOUP     55G,OTHERS,55,47.43,55,0,GENERAL
KNOR MAGGI,OTHERS,15,13.64,15,0,GENERAL
KNOR CHOWMEIN MIX     1NO,OTHERS,19,0,19,0,GENERAL
KNOR FRIED RICE MIX   1NO,OTHERS,19,0,19,0,GENERAL
KNOR MUSHROOM SOUP    60G,OTHERS,70,64.22,70,0,GENERAL
KNOR SOUPY SNAX       14G,OTHERS,10,8.62,10,0,GENERAL
RIBBON MEDIUM,OTHERS,35,10,20,0,GENERAL
KNOR SWE COR VEG SOUP 55G,OTHERS,10,46.93,10,0,GENERAL
KNOR TOMATO SOUP      65G,OTHERS,10,46.93,10,0,GENERAL
KODAK CAMERA          1NO,OTHERS,995,0,995,0,GENERAL
KODAK GOLD          100FL,OTHERS,100,0,100,0,GENERAL
KODAK GOLD          200FL,OTHERS,130,0,130,0,GENERAL
KODAK MAX           400FL,OTHERS,120,0,120,0,GENERAL
KOHINOOR BASMATI RICE 1KG,OTHERS,80,0,80,0,GENERAL
KONICA PEAK VX200     1NO,OTHERS,110,0,110,0,GENERAL
KOOCHEES DIAPERS (M)  1NO,OTHERS,139,0,139,0,GENERAL
KOOCHEES DIAPERS (XL) 1NO,OTHERS,169,0,169,0,GENERAL
KITE 500 G,OTHERS,19,0,20,0,GENERAL
KOTEX ACTIVE          8NO,OTHERS,28,0,28,0,GENERAL
KOTEX REGULAR         15NO,OTHERS,48,0,48,0,GENERAL
KOTEX REGULAR         8NO,OTHERS,20,0,20,0,GENERAL
EVERST DRYGINGER100G,OTHERS,62,52.1,62,0,GENERAL
KPL COCONUT OIL       500M,OTHERS,151,110,132,0,GENERAL
KRACK CREAM           25G,OTHERS,90,77.6,90,0,GENERAL
KRACKJACK             100G,OTHERS,10,8.95,10,0,GENERAL
KUMKUM                100G,OTHERS,15,10.4,12,0,GENERAL
KUMKUM                1KG,OTHERS,25,0,25,0,GENERAL
KYLO DETERGENT SOAP   300G,OTHERS,10,0,10,0,GENERAL
OMA WATER 500 ML,OTHERS,35,22.1,31,0,GENERAL
LACTO KING CHOCOLATE  1NO,OTHERS,0.5,0,10,0,GENERAL
LACTO KING CHOCOLATE  500G,OTHERS,100,87,100,0,GENERAL
LACTO-CALAMINE        120M,OTHERS,65,0,65,0,GENERAL
LACTOGEN 1 REFIL      500G,OTHERS,158,0,158,0,GENERAL
LACTOGEN 1 TIN        500G,OTHERS,123,0,123,0,GENERAL
LACTOGEN 2 REFIL      500G,OTHERS,158,0,158,0,GENERAL
LACTOGEN 2 TIN       500G,OTHERS,142,0,142,0,GENERAL
ROSE WATER 50 ML,OTHERS,19,14,13,0,GENERAL
LAKME & PRODUCT       1NO,OTHERS,60,160.59,60,0,GENERAL
LAKME CALAMINE        60G,OTHERS,32,0,32,0,GENERAL
LAKME CALAMINE LOTION 100G,OTHERS,33.85,0,33.85,0,GENERAL
LAKME CLEANSING MILK  120M,OTHERS,60,0,60,0,GENERAL
LAKME COMPACT         1NO,OTHERS,55,0,55,0,GENERAL
LAKME DEEP PORE       60ML,OTHERS,99,82.5,99,0,GENERAL
LAKME EXOTICA TALC    400G,OTHERS,55,0,55,0,GENERAL
LAKME EYELINER        9MI,OTHERS,40,0,40,0,GENERAL
LAKME FACE MAGIC      30ML,OTHERS,90,0,90,0,GENERAL
LAKME FACE POWDER     50G,OTHERS,40,0,40,0,GENERAL
VINIGER 50 ML,OTHERS,20,0,20,0,GENERAL
LAKME FAIR PERFECE CR 50G,OTHERS,68,0,68,0,GENERAL
LAKME FOREVER YOUNG   30G,OTHERS,110,0,110,0,GENERAL
LAKME FOUNDATION      30ML,OTHERS,60,0,60,0,GENERAL
LAKME GLOWING SKIN    50G,OTHERS,1,0,1,0,GENERAL
LAKME KAJAL           1NO,OTHERS,24,0,24,0,GENERAL
LAKME LIPSTICK        1NO,OTHERS,150,0,150,0,GENERAL
LAKME MX MOISTURISER  120M,OTHERS,78,74.56,78,0,GENERAL
LAKME MX MOISTURISER  200M,OTHERS,108,0,108,0,GENERAL
LAKME MX MOISTURISER  60ML,OTHERS,43,0,43,0,GENERAL
LAKME MX.ALC.FRE A    120G,OTHERS,48,0,48,0,GENERAL
KINGS,OTHERS,150,136.25,150,0,GENERAL
LAKME MX.ALC.FRE A    60G,OTHERS,23.4,0,23.4,0,GENERAL
LAKME MX.DAILY FW     50G,OTHERS,49,0,49,0,GENERAL
LAKME MX.DAILY FWASH  100G,OTHERS,35,0,35,0,GENERAL
LAKME MX.DAY CREAM    25G,OTHERS,13,0,13,0,GENERAL
LAKME MX.DAY CREAM    50G,OTHERS,21,0,21,0,GENERAL
LAKME MX.DEEP PORE    120G,OTHERS,41,0,41,0,GENERAL
LAKME MX.HAND BODY    60G,OTHERS,22,0,22,0,GENERAL
LAKME MX.HB LOTION    120G,OTHERS,42,0,42,0,GENERAL
LAKME MX.HB OIL FREE  120G,OTHERS,51,0,51,0,GENERAL
LAKME MX.SS.LOTION    20G,OTHERS,14,0,14,0,GENERAL
KINGS LIGHTS,OTHERS,180,136.5,150,0,GENERAL
LAKME N.COLD CREAM    50G,OTHERS,29,0,29,0,GENERAL
LAKME NAIL POLISH     1NO,OTHERS,20,0,20,0,GENERAL
LAKME NAIL REMOVER    35ML,OTHERS,95,78.1,95,0,GENERAL
ARIEL COMPACT    20G,OTHERS,2,1.82,2,0,GENERAL
MILO ACTIV 400GM,OTHERS,215,197.2,215,0,GENERAL
CAVIN PANNER,OTHERS,85,65,85,0,GENERAL
ARIEL SOAP      125G,OTHERS,10,0,9.5,0,GENERAL
GRB PAYASAM MIX200GM,OTHERS,60,52,60,0,GENERAL
GODREJ AIR COOL 240ML,OTHERS,150,100,150,0,GENERAL
KINGSY GREEN CHILLI SAUCE,OTHERS,19,0,20,0,GENERAL
SUNFEST DARKCHOCO75g,OTHERS,60,26.25,30,0,GENERAL
SUNFEST COFFEE FILLS75g,OTHERS,30,26.28,30,0,GENERAL
SUNFEST BOURBON50gm,OTHERS,10,9,10,0,GENERAL
SUNFEST BOURBON100gm,OTHERS,20,17.09,20,0,GENERAL
SUNFEST CREAM 60g,OTHERS,10,8.55,10,0,GENERAL
SUNFEST CHOCOTWIST41g,OTHERS,5,4.5,5,0,GENERAL
PREMIER TOILET 4no,OTHERS,190,121.6,190,0,GENERAL
SUNFEST CHOCOTWIST82g,OTHERS,10,9,10,0,GENERAL
SUNFEST MOMMAGIC75g,OTHERS,10,9,10,0,GENERAL
NB REG TISSUE,OTHERS,30,21.26,30,0,GENERAL
SNICKERS 25GM,OTHERS,20,17.69,20,0,GENERAL
FANTA CAN,OTHERS,35,30.4,35,0,GENERAL
SUNFEST MOMMAGIC 150g,OTHERS,20,18.24,20,0,GENERAL
LAYS WEST INDIES,OTHERS,50,47,50,0,GENERAL
AVAL THICK200g,OTHERS,20,0,20,0,GENERAL
RAJMA RED,OTHERS,35,0,34,0,GENERAL
AVAL THICK500g,OTHERS,46,0,45,0,GENERAL
AVAL NICE1kg,OTHERS,95,45,95,0,GENERAL
AVAL NICE200g,OTHERS,20,52,20,0,GENERAL
AVAL NICE500g,OTHERS,49,0,48,0,GENERAL
FLOOR MAT OVAL SOFT,OTHERS,115,45,115,0,GENERAL
MEDMIX SAN COM125GM,OTHERS,141,128.18,141,0,GENERAL
LIFEBUOY HANDPOCH180ML,OTHERS,115,102.73,113,0,GENERAL
AXE BRAND 28ml,OTHERS,300,0,300,0,GENERAL
AXE COLOGNETALC 300G,OTHERS,210,124.71,210,0,GENERAL
SUNFEST MARI 120g,OTHERS,15,12.82,15,0,GENERAL
AXE BRAND 10ml,OTHERS,210,175.01,210,0,GENERAL
AXE SHAVINGCREAM 30G,OTHERS,130,118.18,130,0,GENERAL
PRE HANDY TISSUE,OTHERS,15,10,15,0,GENERAL
DOUBLE MINT,OTHERS,10,8.75,10,0,GENERAL
SUNFEST MARIE200g,OTHERS,23,19.44,23,0,GENERAL
TROPICANA 200ML,OTHERS,20,15.4,20,0,GENERAL
AYUR & PRODUCT   1NO,OTHERS,25,71.28,25,0,GENERAL
AYUR ASTRINGENT 100M,OTHERS,43,38.31,43,0,GENERAL
AYUR CLEANSMILK 100M,OTHERS,27,0,27,0,GENERAL
AYUR SHAMPOO   100ML,OTHERS,27,0,27,0,GENERAL
AYUR CUCUM FACE 100G,OTHERS,33,45.35,55,0,GENERAL
AYUR FACE GEL   50ML,OTHERS,27,81.63,99,0,GENERAL
AYUR FACE GEL  100ML,OTHERS,51,65.96,51,0,GENERAL
AYUR HENNAPOWDER 100,OTHERS,14,0,14,0,GENERAL
AYUR HER SHAMPOO 100,OTHERS,99,78.33,99,0,GENERAL
CHAKARA GOLD 500g,OTHERS,221,0,221,0,GENERAL
AYUR LIM SHAMPOO 100,OTHERS,27,0,27,0,GENERAL
AYUR MOISTURIZER 100,OTHERS,27,0,27,0,GENERAL
AYUR FACE PACK  100G,OTHERS,33,0,33,0,GENERAL
AYUR ORANGE FACE 100,OTHERS,33,0,33,0,GENERAL
AYUR ROSE FACE  100G,OTHERS,33,0,33,0,GENERAL
AYUR SANDLEFACE 100G,OTHERS,33,0,33,0,GENERAL
AYUR SKIN TONER 100M,OTHERS,27,0,27,0,GENERAL
AYUR SOYAPROTEI 100M,OTHERS,27,0,27,0,GENERAL
AYUR STY GEL    150G,OTHERS,48,0,48,0,GENERAL
AYUR STY GELFIRM 150,OTHERS,48,0,48,0,GENERAL
MR-BEAN,OTHERS,7.6,0,8,0,GENERAL
AYUR STYLINGGEL 150G,OTHERS,48,0,48,0,GENERAL
AYUR SUN SREEN 100ML,OTHERS,27,0,27,0,GENERAL
AYUR TULSI PACK 100G,OTHERS,33,0,33,0,GENERAL
AYUR WETLOOKGEL 150G,OTHERS,48,0,48,0,GENERAL
AYURVEDIC CONCEPTS 1,OTHERS,30,0,30,0,GENERAL
AYUSH & PRODUCTS 1NO,OTHERS,32,105.82,32,0,GENERAL
AYUSH SHAMPOO  100ML,OTHERS,99,85.5,99,0,GENERAL
AYUSH SOAP       75G,OTHERS,30,27.78,30,0,GENERAL
CAD DAIRY MILK 55g,OTHERS,45,36.16,45,0,GENERAL
BRU COFFEE 50gBOT,OTHERS,104,97.2,104,0,GENERAL
CAD SILK BUBBLY 50g,OTHERS,75,71.43,80,0,GENERAL
CAD DAIRY MILK 60g,OTHERS,80,64,80,0,GENERAL
AMIRTHAM NATTU SUGAR,OTHERS,60,48,60,0,GENERAL
FILE LEAF FULLSCAPE1no,OTHERS,6,3,6,0,GENERAL
DUSTER CLOTH BIG,OTHERS,28,7.5,25,0,GENERAL
DUSTER CLOTH BLUE 1no,OTHERS,45,25,45,0,GENERAL
PAPERPLATE 12no,OTHERS,125,60,125,0,GENERAL
CHALK COLOUR 1BOX,OTHERS,70,37,70,0,GENERAL
BADAM   50g,OTHERS,65,0,65,0,GENERAL
BADAM 100g,OTHERS,130,0,130,0,GENERAL
BRU 12 G,OTHERS,10,8.64,10,0,GENERAL
BADAM 1KG,OTHERS,1360,650,1360,0,GENERAL
SINGH CONE 1no,OTHERS,15,6.5,10,0,GENERAL
BAJAI ALMOND 50ml,OTHERS,37,33.63,35,0,GENERAL
BAJAJ ALMOND 100ml,OTHERS,69,62.71,69,0,GENERAL
PADLOCK 25mm,OTHERS,58,25,58,0,GENERAL
OPENER 1no,OTHERS,15,4,10,0,GENERAL
CIGERETTE LIGHTER1no,OTHERS,14,5.9,12,0,GENERAL
BAJAI ALMOND 200ml,OTHERS,133,120.9,133,0,GENERAL
RAT PAD ROUNDUP BIG,OTHERS,100,50,100,0,GENERAL
RAT CACKE 1no,OTHERS,27,12,27,0,GENERAL
SUPERMENT,OTHERS,4.75,0,5,0,GENERAL
APSARA SHRPNR 1NO,OTHERS,5,64.3,5,0,GENERAL
SENSODYNE GEL75g,OTHERS,110,143.48,110,0,GENERAL
SENSDYNE BRUSH,OTHERS,50,30.86,50,0,GENERAL
ENO 5gm,OTHERS,9,7.42,9,0,GENERAL
SENSODYNE40gm,OTHERS,75,55.39,75,0,GENERAL
SENSODYNE MINT40g,OTHERS,90,65.22,90,0,GENERAL
SENSODYNE MINT70g,OTHERS,115,100,115,0,GENERAL
SENSODYNERAPIT40g,OTHERS,90,78.26,90,0,GENERAL
PHENOIL750ml,OTHERS,65,39,65,0,GENERAL
NEEM OIL100gm,OTHERS,45,33.75,45,0,GENERAL
PHENOIL 1lr,OTHERS,77,46.2,77,0,GENERAL
CONFLOUR 500gm,OTHERS,32,20,32,0,GENERAL
BAKING POWDER    50G,OTHERS,8.5,0,8.5,0,GENERAL
LISTARINECOOLMINT80ML,OTHERS,55,47.34,55,0,GENERAL
LISTARINECOOLMINT250M,OTHERS,150,97,150,0,GENERAL
AYUSH TOOTHPASTE150G,OTHERS,80,66.81,80,0,GENERAL
STAMP1NO,OTHERS,2,1.5,2,0,GENERAL
WAFER NABATI,OTHERS,10,7.37,10,0,GENERAL
MILO ACTIV 250GM,OTHERS,140,128.4,140,0,GENERAL
BALL PENS        1NO,OTHERS,12,0,12,0,GENERAL
BALLOON 1no,OTHERS,200,90,150,0,GENERAL
SUNFEAST DARK FANTASY,OTHERS,35,30.46,35,0,GENERAL
MR- BEAN 200 G,OTHERS,38.95,0,41,0,GENERAL
CAD EHOCLAIR155G,OTHERS,50,44.7,50,0,GENERAL
CAD EHOCLAIR500G,OTHERS,200,103.69,200,0,GENERAL
BAM MACRON170g,OTHERS,25,21.5,25,0,GENERAL
CAD OREO(str)BIS 51g,OTHERS,35,31.24,35,0,GENERAL
CAD OREO(str)BIS 120g,OTHERS,30,27.3,30,0,GENERAL
BAM VERMI 875g,OTHERS,90,57,71,0,GENERAL
BAM VERMI 150g,OTHERS,16,12.81,16,0,GENERAL
CAD OREO(cho)BIS 51g,OTHERS,10,9.09,10,0,GENERAL
BAM ROASTED 200g,OTHERS,28,19.75,25,0,GENERAL
BAM ROASTED 500g,OTHERS,65,42,50,0,GENERAL
MR-BEAN 100 G,OTHERS,19.48,0,20.5,0,GENERAL
CAD OREO(cho)BIS 120g,OTHERS,29,0,29,0,GENERAL
CAD JELLY POPPING,OTHERS,35,31.25,35,0,GENERAL
BUTTER MILK,OTHERS,15,3,5,0,GENERAL
BAND-AID1no,OTHERS,3,2.08,3,0,GENERAL
MARAVALLI KILANGU,OTHERS,58,26,58,0,GENERAL
RAJARAM PEANUT 80GM,OTHERS,30,24,30,0,GENERAL
MIRINDA CAN250ML,OTHERS,25,16.17,25,0,GENERAL
PAPER BOATMILK SHAKE180M,OTHERS,30,15,30,0,GENERAL
SCISSOR STEAL SMALL,OTHERS,55,30,55,0,GENERAL
AVAL RED1KG,OTHERS,98,50,90,0,GENERAL
CAD EHOCLAIR 400G,OTHERS,116,100.87,116,0,GENERAL
AVAL THICK1KG,OTHERS,95,42,90,0,GENERAL
FILE L FOL FULL SCAPE,OTHERS,13,6.5,13,0,GENERAL
SLICE MANGO1.2LR,OTHERS,65,52.65,65,0,GENERAL
BARLEY 1KG,OTHERS,160,38,78,0,GENERAL
MAGGI OATS NOODLES300GM,OTHERS,98,89.09,98,0,GENERAL
WAFER YUM 30G,OTHERS,10,8.25,10,0,GENERAL
RAJARAM GROUNDNUTS,OTHERS,17,4,17,0,GENERAL
MILKYBAR ECLR3.6G,OTHERS,5,0.8,5,0,GENERAL
PHENOIL WHITE SAN750M,OTHERS,46,27,46,0,GENERAL
PARACHUTE 300ML,OTHERS,178,163.64,178,0,GENERAL
PADLOCK50MM MEI,OTHERS,125,55,125,0,GENERAL
BOVONTO 1LR,OTHERS,70,63.7,70,0,GENERAL
DAILEE COLA 200ML,OTHERS,12,8.54,12,0,GENERAL
BROWN SHEET1no,OTHERS,7,0,5,0,GENERAL
DETTOL HAND SANITIZER,OTHERS,82,51.67,82,0,GENERAL
AXE DEO SPRAY 150ML,OTHERS,210,113.86,210,0,GENERAL
BENGAL GRAM 200g,OTHERS,29,0,26,0,GENERAL
FLOOR MATOVAL THICK,OTHERS,105,60,105,0,GENERAL
KWALITY MANGOZAP65ML,OTHERS,20,20.83,20,0,GENERAL
NAIL BOVA POLISE,OTHERS,20,10,20,0,GENERAL
CLOTH COVER A/4(12*10),OTHERS,10,3.3,10,0,GENERAL
BETEL NUT       100G,OTHERS,140,92,140,0,GENERAL
NOTE BOOK 236,OTHERS,80,60,80,0,GENERAL
NESCAFE SUNRISE11g,OTHERS,10,8.81,10,0,GENERAL
NOTE BOOK 244,OTHERS,85,63.75,85,0,GENERAL
BINDU APPALAM    1NO,OTHERS,50,40.5,50,0,GENERAL
BINDU APPALAM    BIG,OTHERS,80,64,80,0,GENERAL
BIRIYANI LEAF    10G,OTHERS,4,0,4,0,GENERAL
BISCUITs,OTHERS,75,45,20,0,GENERAL
BISLERI WATER1L,OTHERS,20,10.83,20,0,GENERAL
BISLERI WATER 250ML,OTHERS,8,5.22,8,0,GENERAL
BISLERI WATER 500ML,OTHERS,10,7.5,10,0,GENERAL
BITTER GOURD     1KG,OTHERS,68,30.1,68,0,GENERAL
TAJMAHAL BAGS 100,OTHERS,200,168.14,190,0,GENERAL
BLACK CHANNA1kg,OTHERS,148,74,130,0,GENERAL
BLACK CHANNA200g,OTHERS,30,0,28,0,GENERAL
BLACK CHANNA500g,OTHERS,75,0,70,0,GENERAL
TOPPUP BUT MILK,OTHERS,15,12.5,15,0,GENERAL
BLACK ELL100g,OTHERS,26,16.8,30,0,GENERAL
TOPPUP LASSI,OTHERS,20,34.59,20,0,GENERAL
BLACK KARAMANI   1KG,OTHERS,228,170,228,0,GENERAL
BLACK KARAMANI200g,OTHERS,36,0,32,0,GENERAL
BLACK RAJMA     200G,OTHERS,36,0,36,0,GENERAL
BLACK RAJMA     500G,OTHERS,90,0,90,0,GENERAL
TAJMAHAL BAGS 25,OTHERS,70,43.48,70,0,GENERAL
TRO GUAVA 1LTR,OTHERS,25,89.1,25,0,GENERAL
BLACK THREAD,OTHERS,6,0,6,0,GENERAL
GATORADE BLUE,OTHERS,50,40.5,50,0,GENERAL
BLACK KARAMANI 500GM,OTHERS,90,39,80,0,GENERAL
AMWAY GLISTER,OTHERS,270,0,270,0,GENERAL
MOP T BANIAN(B),OTHERS,115,64.9,115,0,GENERAL
NOTE BOOK 234,OTHERS,55,41.25,50,0,GENERAL
BLUE CLOTH       1NO,OTHERS,8,0,8,0,GENERAL
NOTE BOOK 235,OTHERS,55,41.25,55,0,GENERAL
COCONUTOIL VIVASAY 500ML,OTHERS,199,148,180,0,GENERAL
BOTTLE DEPOSIT,NOS,45,45,45,0,GENERAL
LEO COFFEE 59 G,OTHERS,10.45,0,11,0,GENERAL
BOOMER           1NO,OTHERS,1,0.81,1,0,GENERAL
HORLICKS SOCKET 18g,OTHERS,5,4.58,5,0,GENERAL
HORLICKS SOCKET 36g,OTHERS,10,9.08,10,0,GENERAL
BOOST SOCKET 17g,OTHERS,5,4.58,5,0,GENERAL
BOOST SOCKET 30g,OTHERS,10,9.08,10,0,GENERAL
BOOST (j) 200g,OTHERS,114,105.56,114,0,GENERAL
CAD BOURNVITA(j)200g,OTHERS,110,101.86,110,0,GENERAL
SUNSILK CONDI 180ML,OTHERS,140,123.32,140,0,GENERAL
BOROPLUS LAVEND 150G,OTHERS,45,0,45,0,GENERAL
LITTLE HEARTS BIG,OTHERS,25,22,25,0,GENERAL
BOURBON bis,OTHERS,10,8.97,10,0,GENERAL
PEETON NUTS 50g,OTHERS,60,0,60,0,GENERAL
BOURNVITA (B)   200G,OTHERS,110,101.86,10,0,GENERAL
BOURNVITA (B)   500G,OTHERS,218,199.07,218,0,GENERAL
LEO 100 G,OTHERS,23.75,0,25,0,GENERAL
BOURNVITA (R)   500G,OTHERS,209,193.52,209,0,GENERAL
ID CHAPPATHI,OTHERS,70,58,70,0,GENERAL
VWASH WOW,OTHERS,53,16,53,0,GENERAL
TAJMAHAL 100g,OTHERS,80,74.77,80,0,GENERAL
BREAD GRUMBS    200G,OTHERS,40,0,40,0,GENERAL
BRI 50-50 1NO,OTHERS,10,0,10,0,GENERAL
BRI 50.50 MAS CHAS 1,OTHERS,10,0,10,0,GENERAL
BRI CAKE 60 g,OTHERS,15,13.64,15,0,GENERAL
7UP 700ML,OTHERS,40,32,40,0,GENERAL
3ROSES TOPSTAR 500g,OTHERS,275,257.01,300,0,GENERAL
PAPER BOAT BUTTERMILK180,OTHERS,15,12.6,15,0,GENERAL
MUFFINS 6NO,OTHERS,40,17.35,40,0,GENERAL
COCONUT WATERPAPER,OTHERS,45,19.33,45,0,GENERAL
PEPSI 750ML,OTHERS,40,29,40,0,GENERAL
ADIDAS DYNAMIC SPRAY,OTHERS,199,129,199,0,GENERAL
TOP RAMANMASALA260G,OTHERS,43,40.61,43,0,GENERAL
AVT TEA 250g,OTHERS,90,84.53,95,0,GENERAL
GROUNNUT CANDY100G,OTHERS,25,20,25,0,GENERAL
3ROSES 100g,OTHERS,62,52.73,62,0,GENERAL
SPRITE 750ML,OTHERS,40,31.34,40,0,GENERAL
TAJMAHAL 250g,OTHERS,200,186.92,200,0,GENERAL
